FID,num,序号,学校名,学校标,主管部,所在地,办学层,备注,campusName,uid,area,lngN,latN,面积,EXT_MIN_X,EXT_MIN_Y,EXT_MAX_X,EXT_MAX_Y,lngC,latC,x_min,x_max,dx,y_min,y_max,dy
1025,0,785,南京航空航天大学金城学院,4132013655.000000000000000,江苏省教育厅,南京市,本科,民办,南京航空航天大学金城学院,70af88e2901d54e6bf48428e,江宁区,118.880323537999999,31.703509900099998,45.1750984,118.876385381000006,31.698260374499998,118.885345215000001,31.707286212400000,118.880865298000003,31.702773293500002,108817,108820,3,53356,53352,4
1026,0,880,南京城市职业学院,4132014001.000000000000000,江苏省,南京市,专科, ,南京城市职业学院(溧水校区),0cf709e87cca5662a9059da3,溧水区,118.996823395999996,31.718637409500001,32.3432007,118.992185949000003,31.715453307099999,119.000611578000004,31.721648135700001,118.996398763000002,31.718550721400000,108859,108862,3,53349,53346,3
1027,0,734,东南大学,4132010286.000000000000000,教育部,南京市,本科, ,东南大学(九龙湖校区),3aeb5308f378f01e4f3a5907,江宁区,118.815935467000003,31.889218954099999,250.6690063,118.805714429999995,31.881961668399999,118.825446080999996,31.896257750800000,118.815580255000000,31.889109709600000,108791,108799,8,53278,53271,7
1028,0,771,南京晓庄学院,4132011460.000000000000000,江苏省,南京市,本科, ,南京晓庄学院(方山校区),5e6c6e787bc5a45debe582a3,江宁区,118.896794069999999,31.895068835200000,86.6654968,118.891249005000006,31.888470233700001,118.901698909999993,31.900748110500000,118.896473958000001,31.894609172100001,108822,108826,4,53275,53270,5
1029,0,781,金陵科技学院,4132013573.000000000000000,江苏省,南京市,本科, ,金陵科技学院(江宁校区),02977f85150aef5528201a9b,江宁区,118.894814155000006,31.906122261899998,81.7931976,118.889183790000004,31.900227347500000,118.900596007999994,31.913756551700001,118.894889899000006,31.906991949599998,108822,108826,4,53270,53264,6
1030,0,842,南京交通职业技术学院,4132012804.000000000000000,江苏省,南京市,专科, ,南京交通职业技术学院,50fb64ff1b88cf5de9f8537b,江宁区,118.907159562000004,31.914373652100000,55.6963005,118.899607618000005,31.911835096899999,118.915440626000006,31.916629060500000,118.907524121999998,31.914232078700000,108826,108831,5,53265,53263,2
1031,0,742,河海大学,4132010294.000000000000000,教育部,南京市,本科, ,河海大学(江宁校区),a404432faa3c773e3be4a6b5,江宁区,118.780717941999995,31.916529165200000,58.5155983,118.776033018000007,31.912654270899999,118.785946096999993,31.919771778499999,118.780989556999998,31.916213024699999,108781,108784,3,53264,53261,3
1032,0,830,江苏海事职业技术学院,4132012679.000000000000000,江苏省,南京市,专科, ,江苏海事职业技术学院(江宁校区),2ea792ee7313647f940319a6,江宁区,118.902546802000003,31.920471957200000,81.0926971,118.895266070000005,31.916358860700001,118.908791973000007,31.925618228000001,118.902029021000004,31.920988544400000,108824,108829,5,53263,53259,4
1033,0,769,南京工程学院,4132011276.000000000000000,江苏省,南京市,本科, ,南京工程学院(江宁校区),45dcd841566152c058f6be32,江宁区,118.877012641999997,31.924980388500000,170.3220062,118.868238843000000,31.917302722300001,118.884382454000004,31.933832277099999,118.876310649000004,31.925567499700001,108814,108820,6,53262,53255,7
1034,0,824,江苏经贸职业技术学院,4132012047.000000000000000,江苏省,南京市,专科, ,江苏经贸职业技术学院(江宁校区),50fb64ff430ab720e9f853f0,江宁区,118.879870605999997,31.933672118899999,40.3499985,118.875266138000001,31.929178536399998,118.884365166999999,31.938151061900001,118.879815652000005,31.933664799199999,108817,108820,3,53257,53254,3
1035,0,735,南京航空航天大学,4132010287.000000000000000,工业和信息化部,南京市,本科, ,南京航空航天大学(将军路校区),7841f8835766c249adcb660c,江宁区,118.787132693999993,31.940257134199999,108.1529999,118.779818109000004,31.934933966999999,118.793899568000000,31.945133806400001,118.786858838000001,31.940033886700000,108782,108787,5,53255,53251,4
1036,0,750,南京医科大学,4132010312.000000000000000,江苏省,南京市,本科, ,南京医科大学(江宁校区),9ee392b8fdcdfd3fbabd63bf,江宁区,118.886143508999993,31.939996397300000,82.6726990,118.879871569000002,31.933921731400002,118.892926195000001,31.945772070499999,118.886398881999995,31.939846900999999,108818,108823,5,53255,53250,5
1037,0,749,南京农业大学,4132010307.000000000000000,教育部,南京市,本科, ,南京农业大学(江北校区),7754066737a3b35290114c94,浦口区,118.631843183000001,32.011089465500000,124.0530014,118.623687071000006,32.003341104100002,118.639404612000007,32.018148495900000,118.631545841999994,32.010744799999998,108725,108731,6,53226,53219,7
1038,0,736,南京理工大学,4132010288.000000000000000,工业和信息化部,南京市,本科, ,南京理工大学,6a54e04787fe6185c4f0251a,玄武区,118.851544120000000,32.030668582799997,144.9920044,118.845485009000001,32.023125373200003,118.859185754999999,32.038664421299998,118.852335382000007,32.030894897300001,108806,108811,5,53217,53210,7
1039,0,749,南京农业大学,4132010307.000000000000000,教育部,南京市,本科, ,南京农业大学(卫岗校区),f39c6672a14a4f2f4e776ef2,玄武区,118.838267153000004,32.035378452800003,54.2028008,118.833949208999996,32.031215592599999,118.842621765999993,32.040269618000004,118.838285487999997,32.035742605300001,108802,108805,3,53214,53210,4
1040,0,735,南京航空航天大学,4132010287.000000000000000,工业和信息化部,南京市,本科, ,南京航空航天大学(明故宫校区),601ee19281e0d66cf603b843,秦淮区,118.815131012999998,32.037102796100001,36.4846992,118.811989917999995,32.033839971399999,118.818567997000002,32.041287496400003,118.815278957000004,32.037563733900001,108794,108796,2,53212,53209,3
1041,0,760,南京体育学院,4132010330.000000000000000,江苏省,南京市,本科, ,南京体育学院(灵谷寺校区),49a02a7a4f1885402b201aec,玄武区,118.861704888999995,32.046357974999999,40.1927986,118.858894730000003,32.041847674899998,118.864918981000002,32.051959352099999,118.861906855000001,32.046903513499998,108811,108813,2,53209,53205,4
1042,0,742,河海大学,4132010294.000000000000000,教育部,南京市,本科, ,河海大学(西康路校区),d7b17526752f03da42d63e8f,鼓楼区,118.754295259000003,32.057703983700002,33.8213997,118.750998472999996,32.053946099999997,118.758865756000006,32.060820531799997,118.754932115000003,32.057383315899997,108771,108774,3,53204,53201,3
1043,0,732,南京大学,4132010284.000000000000000,教育部,南京市,本科, ,南京大学(鼓楼校区),a26d3f62be10d143343a712a,鼓楼区,118.774420629999995,32.057286172600001,37.9651985,118.769382327000002,32.052308205400003,118.778012040999997,32.061046408300001,118.773697184000000,32.056677306899999,108778,108781,3,53205,53201,4
1044,0,770,南京审计大学,4132011287.000000000000000,江苏省,南京市,本科, ,南京审计大学(浦口校区),62c2117f458fcf2b744ff13e,浦口区,118.603297345000001,32.065100895199997,119.0469971,118.597133502000005,32.059155039399997,118.611447781999999,32.072699065800002,118.604290641999995,32.065927052600003,108715,108721,6,53202,53196,6
1045,0,744,南京林业大学,4132010298.000000000000000,江苏省,南京市,本科, ,南京林业大学(新庄校区),d195e502c5bdba02970319ab,玄武区,118.811811431999999,32.080719762199998,93.2451019,118.805053747000002,32.075679630499998,118.818245685999997,32.086847890300000,118.811649716000005,32.081263760399999,108791,108796,5,53194,53190,4
1046,0,805,南京审计大学金审学院,4132013994.000000000000000,江苏省教育厅,南京市,本科,民办,南京审计大学金审学院,ba149baa157ac7219122e00f,栖霞区,118.912096720999998,32.089419044300001,33.5689011,118.908086467999993,32.085909220700003,118.915255611999996,32.093198057300000,118.911671040000002,32.089553639000002,108829,108831,2,53190,53187,3
1047,0,739,南京工业大学,4132010291.000000000000000,江苏省,南京市,本科, ,南京工业大学,1c3ba7fb5d1da274df1e5221,浦口区,118.634748737999999,32.085020061599998,213.6199951,118.625237134000002,32.072910732300002,118.643486396000000,32.095020540999997,118.634361764999994,32.083965636599999,108726,108732,6,53196,53186,10
1048,0,759,江苏警官学院,4132010329.000000000000000,江苏省,南京市,本科, ,江苏警官学院(浦口校区),03f6fc6e65b28fe2c71e51b0,浦口区,118.651707032999994,32.095012596799997,43.8870010,118.647580054000002,32.089736901199998,118.656874017000007,32.099612563100003,118.652227035999999,32.094674732100003,108734,108737,3,53188,53184,4
1049,0,752,南京中医药大学,4132010315.000000000000000,江苏省,南京市,本科, ,南京中医药大学(仙林校区),15e1e85eab4b81bb5810934c,栖霞区,118.940562129000000,32.103867827000002,72.1736984,118.934384244000000,32.097491320400003,118.947795358999997,32.108259603000000,118.941089801000004,32.102875461700002,108838,108843,5,53185,53180,5
1050,0,861,南京铁道职业技术学院,4132013106.000000000000000,江苏省,南京市,专科, ,南京铁道职业技术学院(浦口校区),babe236f19c5571c2fb908f7,浦口区,118.693753676000000,32.103717077699997,53.3618011,118.688992182999996,32.099173390600001,118.699413351000004,32.108405040400001,118.694202766999993,32.103789215500001,108749,108753,4,53184,53180,4
1051,0,758,南京财经大学,4132010327.000000000000000,江苏省,南京市,本科, ,南京财经大学(仙林校区),21067036d26eef739e95decd,栖霞区,118.917658005999996,32.109744171700001,88.5195999,118.910504564999997,32.103381870200003,118.922556698999998,32.119600930200001,118.916530632000004,32.111491400200002,108829,108834,5,53183,53176,7
1052,0,741,南京邮电大学,4132010293.000000000000000,江苏省,南京市,本科, ,南京邮电大学(仙林校区),bbf5fedaa64e73a55abbbca2,栖霞区,118.925832747000001,32.115774131499997,125.0390015,118.919199962999997,32.106657996199999,118.930884332000005,32.123958186499998,118.925042146999999,32.115308091400003,108833,108837,4,53181,53174,7
1053,0,764,南京工业职业技术大学,4132010850.000000000000000,江苏省,南京市,本科, ,南京工业职业技术大学(仙林校区),285b5874c43858e4cf06a4bb,栖霞区,118.935526502000002,32.122697381999998,72.9997025,118.928514926000005,32.118744927599998,118.940670386999997,32.126957727300002,118.934592656999996,32.122851327500001,108836,108840,4,53176,53172,4
1054,0,732,南京大学,4132010284.000000000000000,教育部,南京市,本科, ,南京大学(仙林校区),cfe4cb9504cf581697f08c65,栖霞区,118.953449899000006,32.121551598400004,246.6280060,118.945760242000006,32.110991330799997,118.960953814999996,32.131864471199997,118.953357027999999,32.121427900999997,108842,108848,6,53179,53170,9
1055,0,736,南京理工大学,4132010288.000000000000000,工业和信息化部,南京市,本科, ,南京理工大学(紫金校区),438f6111a5448715f8dc85d1,栖霞区,118.929339714999998,32.128260451599999,38.8928986,118.925322754000007,32.124503916199998,118.933447393999998,32.132369894299998,118.929385073999995,32.128436905199997,108835,108838,3,53173,53170,3
1056,0,865,南京信息职业技术学院,4132013112.000000000000000,江苏省,南京市,专科, ,南京信息职业技术学院,6e2f779398c30cb3adb22a85,栖霞区,118.936698852000006,32.131030611200003,57.3000984,118.931689426999995,32.126659372500001,118.940552921000005,32.135117076900002,118.936121173999993,32.130888224700001,108837,108840,3,53173,53169,4
1057,0,749,南京农业大学,4132010307.000000000000000,教育部,南京市,本科, ,南京农业大学(浦口校区),3cf7cd8583ff1f66b320a8f5,浦口区,118.694239863000007,32.134935599899997,37.3566017,118.690886546000002,32.129806246000001,118.698092900999995,32.139575619900000,118.694489723000004,32.134690933000002,108750,108752,2,53171,53167,4
1058,0,732,南京大学,4132010284.000000000000000,教育部,南京市,本科, ,南京大学(浦口校区),8c499c8444279faed6851fbc,浦口区,118.700112540000006,32.179538307300000,67.8964996,118.695453619000006,32.176132253399999,118.705897523999994,32.184264270800000,118.700675571000005,32.180198262099999,108751,108755,4,53151,53148,3
1059,0,746,南京信息工程大学,4132010300.000000000000000,江苏省,南京市,本科, ,南京信息工程大学,9b9d46a4b34128d8b11e36e3,浦口区,118.710164930999994,32.205407682699999,132.8269958,118.699838227000001,32.199233681999999,118.722853818999994,32.209898057099998,118.711346023000004,32.204565869500001,108753,108761,8,53141,53137,4
1060,0,753,中国药科大学,4132010316.000000000000000,教育部,南京市,本科, ,中国药科大学(江宁校区),fcc1398d114cd774a3acc404,江宁区,118.913106372000001,31.905020111999999,146.1080017,118.905980200000002,31.896634200000001,118.920761999999996,31.911931462799998,118.913371100000006,31.904282831400000,108828,108833,5,53271,53265,6
1061,996,2001,茂名职业技术学院,4144013712.000000000000000,广东省,茂名市,专科, ,茂名职业技术学院(南校区),a7ac2dcc8a28331aa9175a6c,电白区,110.973409168000003,21.469424387600000,37.7897987,110.968408784999994,21.465359542300000,110.977190124000003,21.471489224799999,110.972799455000001,21.468424383599999,105938,105941,3,57531,57528,3
1062,1010,2135,崇左幼儿师范高等专科学校,4245051675.000000000000000,广西壮族自治区,崇左市,专科, ,崇左幼儿师范高等专科学校,fb848efa00490aab9403193c,江州区,107.397904221999994,22.387370095300000,36.7439995,107.396384130000001,22.382211358599999,107.400941681000006,22.389334852499999,107.398662905999998,22.385773105599998,104637,104639,2,57171,57168,3
1063,990,1958,顺德职业技术学院,4144010831.000000000000000,广东省,佛山市,专科, ,顺德职业技术学院,0a15c7ecf464c9ffed74f853,顺德区,113.319032402999994,22.812440740100001,119.9830017,113.311891461000002,22.806900807200002,113.326609013999999,22.817312785100000,113.319250237999995,22.812106796199998,106791,106796,5,57003,56999,4
1064,1008,2130,广西物流职业技术学院,4145014723.000000000000000,广西壮族自治区,贵港市,专科, ,广西物流职业技术学院,27cce4e361839e3e5cbe86e6,港北区,109.545456075999994,23.048207927499998,50.5812988,109.535293201000002,23.045590112199999,109.546614079999998,23.052174909300000,109.540953639999998,23.048882510700000,105416,105420,4,56909,56906,3
1065,1002,2025,广东环境保护工程职业学院,4144014311.000000000000000,广东省,佛山市,专科, ,广东环境保护工程职业学院,bba87388e74c45debca8222e,南海区,112.904981939999999,23.050944340200001,30.2877007,112.901241111999994,23.047786495899999,112.908439082000001,23.053481356100001,112.904840097000005,23.050633926000000,106642,106644,2,56908,56906,2
1066,1007,2113,广西工程职业学院,4145014127.000000000000000,广西壮族自治区教育厅,百色市,专科,民办,广西工程职业学院,f1ecf09129e91e1de01103a7,平果市,107.601231217999995,23.317584020200002,46.7067986,107.598204597000006,23.312762328700000,107.607526260000000,23.320174987700000,107.602865428000001,23.316468658200002,104711,104714,3,56803,56800,3
1067,824,1207,漳州科技职业学院,4135014113.000000000000000,福建省教育厅,漳州市,专科,民办,漳州科技职业学院,9ee5a929741be0e5c72ba114,漳浦县,117.531718494000003,24.079396228000000,41.8988991,117.527549153999999,24.075963605399998,117.535911987999995,24.082843874500000,117.531730570999997,24.079403739899998,108326,108329,3,56500,56497,3
1068,1005,2101,柳州铁道职业技术学院,4145012392.000000000000000,广西壮族自治区,柳州市,专科, ,柳州铁道职业技术学院,e81dbc05bbf97d7b901fc998,鱼峰区,109.529145013000004,24.398874369300000,49.3879013,109.525174686000000,24.394238784199999,109.533213340000003,24.402988530700000,109.529194012999994,24.398613657399999,105412,105415,3,56373,56369,4
1069,814,1196,厦门城市职业学院,4135013973.000000000000000,福建省,厦门市,专科, ,厦门城市职业学院,691305231574820a735e80ae,思明区,118.161478376999995,24.465639115300000,32.7901001,118.155316835999997,24.459377245999999,118.163418343999993,24.467096436700000,118.159367590000002,24.463236841299999,108555,108557,2,56347,56344,3
1070,825,1210,漳州卫生职业学院,4135014117.000000000000000,福建省,漳州市,专科, ,漳州卫生职业学院,50fb64ff7962e95de9f8531d,芗城区,117.628885009000001,24.530729219800001,31.7497997,117.625862373999993,24.528664895199999,117.631730884999996,24.534663945900000,117.628796629000007,24.531664420599999,108362,108364,2,56319,56316,3
1071,788,1178,厦门海洋职业技术学院,4135012629.000000000000000,福建省,厦门市,专科, ,厦门海洋职业技术学院(翔安校区),968298d8aeb515b9c61e518f,翔安区,118.251378286000005,24.595320220600001,39.7159996,118.245664997000006,24.592160297900001,118.256304259999993,24.598272783900001,118.250984627999998,24.595216540900001,108587,108591,4,56293,56291,2
1072,822,1205,厦门南洋职业学院,4135014111.000000000000000,福建省教育厅,厦门市,专科,民办,厦门南洋职业学院,3ccd35af7705910d13293516,翔安区,118.248215303999999,24.603789431500001,38.2125015,118.243770885999993,24.600489194300000,118.253276853000003,24.607174844399999,118.248523868999996,24.603832019399999,108587,108590,3,56290,56287,3
1073,1023,2467,昆明冶金高等专科学校,4153011557.000000000000000,云南省,昆明市,专科, ,昆明冶金高等专科学校,bebc08b4ab0c84b2e115f928,安宁市,102.439866993999999,24.885446934899999,59.8824997,102.434341888999995,24.880351543900002,102.444516050000004,24.890884727600000,102.439428969000005,24.885618135800001,102831,102834,3,56178,56174,4
1074,793,1184,泉州华光职业学院,4135012927.000000000000000,福建省教育厅,泉州市,专科,民办,泉州华光职业学院(北区),e420b3d044aa5784a8f729f9,惠安县,118.698615590000003,24.967842597600001,35.6698990,118.695382520999999,24.963790468500001,118.703063142000005,24.972452928300001,118.699222832000004,24.968121698400001,108751,108754,3,56144,56141,3
1075,1026,2487,保山中医药高等专科学校,4153014014.000000000000000,云南省,保山市,专科, ,保山中医药高等专科学校,f526e530f40b6c295a3ac88e,隆阳区,99.223294093700005,25.087025439300000,29.5851002,99.219336396900005,25.084239183699999,99.227194313400005,25.089843401300001,99.223265355199999,25.087041292500000,101660,101663,3,56096,56094,2
1076,808,1192,湄洲湾职业技术学院,4135013772.000000000000000,福建省,莆田市,专科, ,湄洲湾职业技术学院(梧塘校区),7ef85129f87436d716c9056a,涵江区,119.084966613999995,25.500606287400000,55.7896004,119.078689276000006,25.499333512000000,119.090461363000003,25.506310764300000,119.084575319999999,25.502822138199999,108891,108895,4,55929,55926,3
1077,848,1279,江西应用技术职业学院,4136012942.000000000000000,江西省,赣州市,专科, ,江西应用技术职业学院(黄金校区),17009d98c353ecee1894c6f1,章贡区,114.888785365999993,25.805710404399999,50.7747002,114.885245393999995,25.802019843000000,114.894203688000005,25.808961503500001,114.889724541000007,25.805490673200001,107364,107367,3,55807,55804,3
1078,838,1273,江西环境工程职业学院,4136012934.000000000000000,江西省,赣州市,专科, ,江西环境工程职业学院(东江源校区),ada07f48ac1607b2c51b759c,章贡区,114.909883215999997,25.887143356300001,35.7028999,114.905155781999994,25.884056094200002,114.914140024999995,25.891242804099999,114.909647903999996,25.887649449200001,107371,107374,3,55773,55771,2
1079,819,1200,福州软件职业技术学院,4135013978.000000000000000,福建省教育厅,福州市,专科,民办,福州软件职业技术学院(长乐校区),102eecc1f6956e7135b06c45,长乐区,119.698480423999996,25.972259115800000,35.9962006,119.694896751000002,25.969822074400000,119.703818964999996,25.975409015800000,119.699357857999999,25.972615545099998,109115,109118,3,55739,55736,3
1080,785,1173,福州职业技术学院,4135011502.000000000000000,福建省,福州市,专科, ,福州职业技术学院,4a6525bb9ed0f29eafee7ac6,闽侯县,119.152830582000007,26.077071814100002,37.1980019,119.146275825999993,26.073331522499998,119.159364371999999,26.080683469099998,119.152820098999996,26.077007495800000,108915,108920,5,55697,55694,3
1081,854,1290,抚州职业技术学院,4136013428.000000000000000,江西省,抚州市,专科, ,抚州职业技术学院,bbeac9361128d6ab33169b49,临川区,116.389772886000003,27.957993353599999,52.1991005,116.384086240000002,27.954604724799999,116.394072812000005,27.963158503700001,116.389079526000003,27.958881614300001,107910,107913,3,54928,54924,4
1082,841,1275,鹰潭职业技术学院,4136012937.000000000000000,江西省,鹰潭市,专科, ,鹰潭职业技术学院,558eb93b68f29d6081288a66,贵溪市,117.051683807000003,28.298654460900000,33.5521011,117.047143324999993,28.296646680700000,117.056050971999994,28.300397231800002,117.051597147999999,28.298521956199998,108151,108154,3,54787,54785,2
1083,827,1263,上饶幼儿师范高等专科学校,3636000312.000000000000000,江西省,上饶市,专科, ,上饶幼儿师范高等专科学校,7e363692b8b0f6598733046b,信州区,117.976873995999995,28.421190815700001,30.1868992,117.974040852000002,28.418628544800001,117.981393785999998,28.425029619000000,117.977717319000007,28.421829081900000,108489,108491,2,54736,54734,2
1084,859,1292,江西经济管理职业学院,4136013866.000000000000000,江西省,南昌市,专科, ,江西经济管理职业学院,60d7bcfc13d3603e43e192f9,红谷滩区,115.796097691000000,28.642534940899999,37.8120003,115.791819165999996,28.639524757299998,115.799483346000002,28.645964900900001,115.795651255999999,28.642744829100000,107694,107697,3,54645,54642,3
1085,677,967,台州职业技术学院,4133012790.000000000000000,浙江省,台州市,专科, ,台州职业技术学院,d219bb1d2054998af50e7730,椒江区,121.394801306999994,28.656499530100000,36.8446999,121.391916975000001,28.652286184899999,121.398763877999997,28.658748081799999,121.395340426000004,28.655517133299998,109733,109735,2,54639,54637,2
1086,850,1285,江西工业贸易职业技术学院,4136013423.000000000000000,江西省,南昌市,专科, ,江西工业贸易职业技术学院,844a750ea8dd9bc462685827,红谷滩区,115.782501311000004,28.656950866399999,31.2362995,115.779055236000005,28.653429712699999,115.785334254000006,28.661819579199999,115.782194744999998,28.657624645999999,107689,107692,3,54639,54635,4
1087,837,1272,江西电力职业技术学院,4136012933.000000000000000,江西省,南昌市,专科, ,江西电力职业技术学院,bd5046e8c54a2341d72ce209,新建区,115.803997597000006,28.720893524600001,31.2703991,115.797534780999996,28.716904943100001,115.807419843999995,28.723381263400000,115.802477312999997,28.720143103300000,107696,107700,4,54613,54610,3
1088,669,962,金华职业技术学院,4133012061.000000000000000,浙江省,金华市,专科, ,金华职业技术学院,1a34f4df1b3d5a9b95ca07ff,婺城区,119.631437016000007,29.064585199800000,84.5887985,119.626663289000007,29.059459181000001,119.637519660999999,29.071416616600001,119.632091474999996,29.065437898799999,109090,109094,4,54470,54465,5
1089,1014,2200,重庆医药高等专科学校,4150014009.000000000000000,重庆市,重庆市,专科, ,重庆医药高等专科学校,cde9e2c79ea5a2cae81e975e,沙坪坝区,106.309257708999993,29.629324021500000,29.9465008,106.305694505000005,29.627040103700001,106.312404344000001,29.631581060100000,106.309049424999998,29.629310581900000,104240,104243,3,54233,54231,2
1090,847,1278,江西财经职业学院,4136012941.000000000000000,江西省,九江市,专科, ,江西财经职业学院(八里湖校区),ea5fcd0c67c8781a636858b8,柴桑区,115.909937271000004,29.637770119100001,53.5209999,115.908995602000005,29.629017022199999,115.919259511999996,29.641012171300002,115.914127557000000,29.635014596800001,107737,107740,3,54232,54227,5
1091,831,1267,九江职业大学,4136011505.000000000000000,江西省,九江市,专科, ,九江职业大学(濂溪校区),588f6e173fac38641e580038,濂溪区,115.997280688000004,29.655153168100000,60.2463989,115.992235722999993,29.649916020999999,116.002225072000002,29.660295514000001,115.997230397999999,29.655105767500000,107767,107771,4,54223,54219,4
1092,836,1268,九江职业技术学院,4136011785.000000000000000,江西省,九江市,专科, ,九江职业技术学院(濂溪校区),fc4a3a3eea951249bb17e7d5,濂溪区,116.009698804999999,29.672903826999999,42.0349998,116.006005208999994,29.666953508399999,116.013073874000000,29.678529684000001,116.009539541999999,29.672741596200002,107772,107775,3,54216,54211,5
1093,667,959,宁波职业技术学院,4133010863.000000000000000,浙江省,宁波市,专科, ,宁波职业技术学院东区,2f51267b1cf1ff8e40ab9a4c,北仑区,121.816961512000006,29.895205435099999,37.6799011,121.812196158000006,29.891648709599998,121.822919201000005,29.897566833700001,121.817557679000004,29.894607771699999,109886,109890,4,54122,54120,2
1094,694,983,绍兴职业技术学院,4133012876.000000000000000,浙江省教育厅,绍兴市,专科,民办,绍兴职业技术学院,915331ec6e643a4d364aae94,越城区,120.556926376999996,29.983435118199999,31.9857998,120.552997844000004,29.979842119000001,120.560689042999996,29.986827924200000,120.556843443999995,29.983335021599999,109428,109430,2,54085,54082,3
1095,972,1749,湖北工程职业学院,4142014197.000000000000000,湖北省,黄石市,专科, ,湖北工程职业学院(新校区),0e11dfe13730b95a43afe694,大冶市,115.113206228999999,30.145787551800002,62.4538994,115.108189906000007,30.140425314900000,115.116320126999994,30.150967573399999,115.112255016999995,30.145696444100000,107445,107448,3,54017,54013,4
1096,1019,2343,天府新区通用航空职业学院,4151014646.000000000000000,四川省教育厅,眉山市,专科,民办,天府新区通用航空职业学院,5bbb75fa01f1c4a714b54b63,仁寿县,104.077209236000002,30.200258743599999,32.3792992,104.070329199000000,30.195907469000002,104.079848831999996,30.202386405599999,104.075089015000003,30.199146937300000,103426,103430,4,53994,53991,3
1097,680,970,浙江建设职业技术学院,4133012862.000000000000000,浙江省,杭州市,专科, ,浙江建设职业技术学院,cc0849a06b6e33519503198c,萧山区,120.294079135999993,30.249027411400000,33.2256012,120.290469185999996,30.245622035200000,120.297552823999993,30.252877692300000,120.294011005000002,30.249249863799999,109332,109335,3,53973,53970,3
1098,692,980,杭州职业技术学院,4133012872.000000000000000,浙江省,杭州市,专科, ,杭州职业技术学院,38e480371255e448373a713c,钱塘区,120.348682315999994,30.323028063900001,42.0295982,120.343972698000002,30.321034327300001,120.353390386000001,30.325268179100000,120.348681541999994,30.323151253199999,109351,109355,4,53941,53940,1
1099,668,961,浙江交通职业技术学院,4133012036.000000000000000,浙江省,杭州市,专科, ,浙江交通职业技术学院,69fcd6dfac80292ecb2915a3,余杭区,120.084255833000000,30.346045577200002,33.5238991,120.077356885000000,30.342635268199999,120.088812466999997,30.348950793099998,120.083084675999999,30.345793030700001,109254,109259,5,53932,53930,2
1100,962,1726,湖北城市建设职业技术学院,4142012983.000000000000000,湖北省,武汉市,专科, ,湖北城市建设职业技术学院,ac8555710625c676a10464df,江夏区,114.431303798000002,30.404306462600001,41.0041008,114.426564665000001,30.400330311499999,114.435973645000004,30.409085806499998,114.431269154999995,30.404708059000001,107197,107200,3,53908,53904,4
1101,955,1707,武汉城市职业学院,4142011796.000000000000000,湖北省,武汉市,专科, ,武汉城市职业学院(南校区),32e733522d974ad5250bd06c,洪山区,114.308927115000003,30.442008787599999,46.5777016,114.303724176000003,30.438255341500000,114.315252115999996,30.447116868799998,114.309488146000007,30.442686105100002,107152,107156,4,53892,53888,4
1102,959,1721,武汉软件工程职业学院,4142012978.000000000000000,湖北省,武汉市,专科, ,武汉软件工程职业学院,d52831f99a3b91a62ffaa780,江夏区,114.421543804999999,30.447450347800000,63.1265984,114.415993776999997,30.443766406700000,114.426883148000002,30.452705657599999,114.421438461999998,30.448236032099999,107193,107197,4,53890,53886,4
1103,948,1701,武汉职业技术学院,4142010834.000000000000000,湖北省,武汉市,专科, ,武汉职业技术学院,696ec5b04dc2a578100daa43,洪山区,114.410729997000004,30.486977537000001,60.1944008,114.400346900000002,30.483461872199999,114.415635670000000,30.490103105599999,114.407991284999994,30.486782488900001,107187,107193,6,53873,53870,3
1104,731,1091,安庆职业技术学院,4134013345.000000000000000,安徽省,安庆市,专科, ,安庆职业技术学院,68ed0e79763ff62b213bf293,迎江区,117.124104525999996,30.541192802800001,43.0056992,117.120996251999998,30.537550511799999,117.127758450000002,30.545799562999999,117.124377351000007,30.541675037400001,108178,108180,2,53850,53846,4
1105,956,1714,武汉工程职业技术学院,4142012738.000000000000000,湖北省,武汉市,专科, ,武汉工程职业技术学院(校本部),341c35defd9381bde6073824,新洲区,114.541746411999995,30.715412947600001,57.4555016,114.537267619999994,30.710653610900000,114.546187592999999,30.719129847600001,114.541727605999995,30.714891729200001,107237,107240,3,53777,53773,4
1106,693,982,湖州职业技术学院,4133012875.000000000000000,浙江省,湖州市,专科, ,湖州职业技术学院,66831210d78eaa9c725e80e7,吴兴区,120.126310363000002,30.878575247899999,31.9941998,120.122832251999995,30.877025947400000,120.131351503000005,30.883532527300002,120.127091876999998,30.880279237400000,109271,109274,3,53706,53703,3
1107,489,716,上海电子信息职业技术学院,4131012499.000000000000000,上海市,上海市,专科, ,上海电子信息职业技术学院(奉贤校区),5c2dc21df8f7fb7a6ec02c89,奉贤区,121.692066308999998,30.927231283200001,32.0694008,121.688875339000006,30.924404770999999,121.695054245999998,30.930369659400000,121.691964792999997,30.927387215200000,109841,109843,2,53686,53684,2
1108,497,720,上海思博职业技术学院,4131012586.000000000000000,上海市教委,上海市,专科,民办,上海思博职业技术学院,b292b3aabe7e7b57bf4842bc,浦东新区,121.776337682000005,31.039701226100000,33.0386009,121.773570738999993,31.036288082100000,121.778651787000001,31.043485923500000,121.776111263000004,31.039887002800000,109872,109874,2,53639,53636,3
