FID,num,序号,学校名,学校标,主管部,所在地,办学层,备注,campusName,uid,area,lngN,latN,面积,lngC,latC
188,1622,1235,萍乡学院,4136010895.000000000000000,江西省,萍乡市,本科,公办,萍乡学院,ffd6d4035f4b418f17b54be8,安源区,113.875399200000004,27.632217780000001,48.8465004,113.874457226999994,27.631010708400002
189,2926,2365,遵义师范学院,4152010664.000000000000000,贵州省,遵义市,本科,公办,遵义师范学院,b6c8c0b29f43ade1abf72972,红花岗区,107.049023399999996,27.711153759999998,61.0912018,107.048850048000006,27.711217666100001
190,2308,1780,湖南人文科技学院,4143010553.000000000000000,湖南省,娄底市,本科,公办,湖南人文科技学院,e85e2527128e852d95f08c0f,娄星区,111.997242700000001,27.714442640000001,54.4420013,111.996761226000004,27.713977593999999
191,2919,2362,遵义医科大学,4152010661.000000000000000,贵州省,遵义市,本科,公办,遵义医科大学(新蒲校区),028e182f6adc11f582288ac2,红花岗区,107.065468400000000,27.724722180000001,105.6790009,107.066210458000000,27.725022034100000
192,1477,1139,武夷学院,4135010397.000000000000000,福建省,南平市,本科,公办,武夷学院,10ed32b4c52718be871541f5,武夷山市,117.998888800000003,27.731646000000001,100.8639984,117.998976772000006,27.731266161000001
193,2980,2388,茅台学院,4152014625.000000000000000,贵州省教育厅,遵义市,本科,民办,茅台学院,8a1b263b2a22a1f3735e8096,仁怀市,106.330393299999997,27.742539940000000,76.1326981,106.330390202000004,27.742545303400000
194,1645,1241,江西工程学院,4136012766.000000000000000,江西省教育厅,新余市,本科,民办,江西工程学院(仙女湖校区),58317d880db3955ea5da39b4,渝水区,114.839234000000005,27.779384409999999,50.9864006,114.841779493000004,27.779203287300000
195,2927,2366,铜仁学院,4152010665.000000000000000,贵州省,铜仁市,本科,公办,铜仁学院(新校区),3a0a78bd3e3708fb63180923,碧江区,109.217567599999995,27.789955530000000,43.4413986,109.217602614000000,27.790074563899999
196,1595,1229,宜春学院,4136010417.000000000000000,江西省,宜春市,本科,公办,宜春学院,08fc93dff3d62e919a68b48f,袁州区,114.352028000000004,27.795102270000001,53.0635986,114.351459091999999,27.795089121499998
197,1644,1241,江西工程学院,4136012766.000000000000000,江西省教育厅,新余市,本科,民办,江西工程学院(天工校区),981bb0528c8f838c09f5eb4c,渝水区,114.886851899999996,27.812997230000001,43.5275993,114.887450751000003,27.813032214800000
198,2340,1790,湖南工业大学,4143011535.000000000000000,湖南省,株洲市,本科,公办,湖南工业大学,90d241e435752c5715a19014,天元区,113.101740800000002,27.821297580000000,128.0670013,113.101330860999994,27.820984887900000
199,2325,1785,湖南工程学院,4143011342.000000000000000,湖南省,湘潭市,本科,公办,湖南工程学院(主校区),d14917ce30d1f801b13c815d,岳塘区,112.927675800000003,27.850264110000001,49.2979012,112.924226183000002,27.849896733500000
200,1637,1239,新余学院,4136011508.000000000000000,江西省,新余市,本科,公办,新余学院,9d7f5b3301901161b1077d89,渝水区,114.990778500000005,27.861105720000001,102.7600021,114.990742675000007,27.861078349900001
201,2238,1763,湘潭大学,4143010530.000000000000000,湖南省,湘潭市,本科,公办,湘潭大学,51afe2440baf9f45acee7a8b,雨湖区,112.858632400000005,27.885717560000000,179.8410034,112.856839769000004,27.886486367500002
202,2376,1814,湖南软件职业技术大学,4143013925.000000000000000,湖南省教育厅,湘潭市,本科,民办,湖南软件职业技术大学(和平校区),8fde79cce8794bbc95ca0753,湘潭,112.925319700000003,27.909919739999999,36.6426010,112.925262265000001,27.909898547499999
203,2259,1767,湖南科技大学,4143010534.000000000000000,湖南省,湘潭市,本科,公办,湖南科技大学,74c933fb47b3b55e9f82eab0,雨湖区,112.914199900000000,27.907708700000001,185.3609924,112.912985547999995,27.907595161200000
204,1217,912,温州大学,4133010351.000000000000000,浙江省,温州市,本科,公办,温州大学(茶山南校区),646ddc84bde205fafbdc85e5,瓯海区,120.691226200000003,27.921237110000000,64.8731003,120.691482692999998,27.921442667899999
205,1328,958,温州肯恩大学,4133016405.000000000000000,浙江省教育厅,温州市,本科,中外合作办学,温州肯恩大学,39af74c51219b84bf32d83f1,瓯海区,120.648902399999997,27.921362720000001,43.2589989,120.650097024999994,27.922896530300001
206,1182,905,温州医科大学,4133010343.000000000000000,浙江省,温州市,本科,公办,温州医科大学(茶山校区),c165340593d5bb7aab175a5c,瓯海区,120.706853600000002,27.928478320000000,45.6930008,120.706853068000001,27.928480041899999
207,2785,2237,西昌学院,4151010628.000000000000000,四川省,凉山彝族自治州,本科,公办,西昌学院(安宁校区),b749a3031bd5534016a190a9,西昌市,102.211483900000005,27.949718390000001,50.4290009,102.211450134000003,27.949904001200000
208,2355,1799,湘潭理工学院,4143012651.000000000000000,湖南省教育厅,湘潭市,本科,民办,湘潭理工学院,7d09615caf48245828201a45,雨湖区,112.951743199999996,27.983438939999999,75.2893982,112.950960233000004,27.986149904000001
209,2260,1768,长沙理工大学,4143010536.000000000000000,湖南省,长沙市,本科,公办,长沙理工大学(云塘校区),afe00e27c84a89804afd3fdc,雨花区,113.003491199999999,28.070817670000000,123.9509964,113.003438231999993,28.070980912700001
210,2269,1771,湖南中医药大学,4143010541.000000000000000,湖南省,长沙市,本科,公办,湖南中医药大学,e940cd2f96661a97b6f42f65,岳麓区,112.888859199999999,28.132792110000000,62.0941010,112.888856761000000,28.132781342400001
211,2267,1770,中南林业科技大学,4143010538.000000000000000,湖南省,长沙市,本科,公办,中南林业科技大学,6a97ae603d582590364aae1c,天心区,112.989404300000004,28.134956389999999,66.7904968,112.989509331999997,28.135058702199998
212,2253,1766,中南大学,4143010533.000000000000000,教育部,长沙市,本科,公办,中南大学(铁道校区),7763d4807dd6180ccc06a419,天心区,112.985968499999998,28.143273579999999,36.1054993,112.985542092000003,28.143109007100001
213,2261,1768,长沙理工大学,4143010536.000000000000000,湖南省,长沙市,本科,公办,长沙理工大学(金盆岭校区),e0389ba1716abf6c8f1a8927,天心区,112.971012999999999,28.155970450000002,61.1679993,112.971408423000000,28.159194620299999
214,2252,1766,中南大学,4143010533.000000000000000,教育部,长沙市,本科,公办,中南大学(新校区),da169dbd818ca83e471a3245,岳麓区,112.935643400000004,28.151904620000000,118.4359970,112.933633964999999,28.154727904900000
215,2251,1766,中南大学,4143010533.000000000000000,教育部,长沙市,本科,公办,中南大学(南校区),9b6f209382d78fb95a3ac8e8,岳麓区,112.931280599999994,28.163657799999999,40.2939987,112.931198436000003,28.163676905900001
216,2250,1766,中南大学,4143010533.000000000000000,教育部,长沙市,本科,公办,中南大学,c667e2aca45ae5dec26c14dc,岳麓区,112.922377499999996,28.174420489999999,82.0863037,112.923731599000007,28.173263813900000
217,2246,1765,湖南大学,4143010532.000000000000000,教育部,长沙市,本科,公办,湖南大学,a88d06ec39126e76ae31e5e8,岳麓区,112.938788900000006,28.183460409999999,67.7534027,112.939934049000001,28.181379012800001
218,2263,1769,湖南农业大学,4143010537.000000000000000,湖南省,长沙市,本科,公办,湖南农业大学,cfb24fe8cbbd1eee4bcc4a08,芙蓉区,113.077624200000002,28.183458680000001,112.9380035,113.077269091999995,28.183645467200002
219,2273,1772,湖南师范大学,4143010542.000000000000000,湖南省,长沙市,本科,公办,湖南师范大学,262eac09da74ff17a5da392b,岳麓区,112.944015899999997,28.190604319999998,71.4786987,112.943699527999996,28.190428380899998
220,2345,1792,湖南第一师范学院,4143012034.000000000000000,湖南省,长沙市,本科,公办,湖南第一师范学院,3c0ea7c5ce79f59cfbf0cb0b,岳麓区,112.861972199999997,28.199300770000001,58.0676003,112.862228215000002,28.198921881099999
221,2353,1794,湖南涉外经济学院,4143012303.000000000000000,湖南省教育厅,长沙市,本科,民办,湖南涉外经济学院,095efdf71360fab62b11d1b9,岳麓区,112.870377300000001,28.205611999999999,59.8973007,112.870207258999997,28.205546481100001
222,2332,1788,湖南财政经济学院,4143011532.000000000000000,湖南省,长沙市,本科,公办,湖南财政经济学院,533936567b59a1c9e856fa42,岳麓区,112.919499700000003,28.207813829999999,31.5335999,112.919501432000004,28.208047210099998
223,2311,1781,湖南工商大学,4143010554.000000000000000,湖南省,长沙市,本科,公办,湖南工商大学,8762a323fa3e511cae080f4f,岳麓区,112.913894200000001,28.222956210000000,40.8548012,112.913856245000005,28.222767966999999
224,2336,1789,湖南警察学院,4143011534.000000000000000,湖南省,长沙市,本科,公办,湖南警察学院,47b7b24e155fd7f6d13ce3e6,长沙县,113.124378800000002,28.225878130000002,36.3848000,113.124757402000000,28.226122094699999
225,2324,1784,长沙学院,4143011077.000000000000000,湖南省,长沙市,本科,公办,长沙学院,67dd46c020bc9ce7c71b751b,开福区,113.024027599999997,28.249641300000000,92.7034988,113.023125405000002,28.249271333399999
226,2240,1764,吉首大学,4143010531.000000000000000,湖南省,湘西土家族苗族自治州,本科,公办,吉首大学,7127c80a3a97daf2c356ac1f,吉首市,109.720134000000002,28.290911730000001,36.1352005,109.720301378000002,28.290990767299999
227,2321,1783,长沙医学院,4143010823.000000000000000,湖南省教育厅,长沙市,本科,民办,长沙医学院,a47e3eaad6bb6ff9400245d4,望城区,112.868832400000002,28.299955929999999,50.3168983,112.865717524999994,28.300293194300000
228,2371,1812,湖南信息学院,4143013836.000000000000000,湖南省教育厅,长沙市,本科,民办,湖南信息学院,4baf355d04f70ab82b3a9ffe,长沙县,113.079812700000005,28.323299740000000,61.6873016,113.083311682000001,28.326895308499999
229,1594,1228,上饶师范学院,4136010416.000000000000000,江西省,上饶市,本科,公办,上饶师范学院,2ad32cc36dfc038f9c95de8c,信州区,117.965482499999993,28.420103380000000,47.8978004,117.965113248999998,28.420213653699999
230,1651,1244,江西服装学院,4136013418.000000000000000,江西省教育厅,南昌市,本科,民办,江西服装学院,14b8f8585ee0bf11a8059df8,南昌县,115.946326499999998,28.457803960000000,66.7746964,115.947489865999998,28.457406797600001
231,1221,913,丽水学院,4133010352.000000000000000,浙江省,丽水市,本科,公办,丽水学院,cdef4edf5104f94f28d7ab25,莲都区,119.898925399999996,28.463082929999999,59.0514984,119.898680541999994,28.462714167300000
232,2327,1786,湖南城市学院,4143011527.000000000000000,湖南省,益阳市,本科,公办,湖南城市学院,5ffb1816648d775f6f47602b,赫山区,112.381362999999993,28.542853740000002,84.9299011,112.381463909999994,28.542833708800000
233,1654,1246,南昌工学院,4136013421.000000000000000,江西省教育厅,南昌市,本科,民办,南昌工学院,7e6b56afb6cfb7999e82eae3,红谷滩区,115.754465600000003,28.613617489999999,72.5376968,115.755018000000007,28.613579808299999
234,1210,911,台州学院,4133010350.000000000000000,浙江省,台州市,本科,公办,台州学院(椒江校区),bb1d38e49787114c0c0a7030,椒江区,121.385499899999999,28.657023410000001,61.6627007,121.385333849999995,28.656103838899998
235,1573,1221,南昌航空大学,4136010406.000000000000000,江西省,南昌市,本科,公办,南昌航空大学(前湖校区),e2fe07a5e080b84dd42ce254,红谷滩区,115.823586800000001,28.654254269999999,152.0000000,115.822830220000000,28.653172863900000
236,1634,1238,江西警察学院,4136011504.000000000000000,江西省,南昌市,本科,公办,江西警察学院,71a893d0e42e93e00782c2d2,新建区,115.749893499999999,28.667956759999999,71.6314011,115.751929798000006,28.667170276000000
237,1566,1218,南昌大学,4136010403.000000000000000,江西省,南昌市,本科,公办,南昌大学(前湖校区),dc8c65f84ee31804da2f2825,红谷滩区,115.796253300000004,28.659576229999999,231.8049927,115.797645915999993,28.661736201899998
238,1671,1260,豫章师范学院,4136013774.000000000000000,江西省,南昌市,本科,公办,豫章师范学院,9b38bd498f2f325246e27470,红谷滩区,115.771228800000003,28.668372479999999,30.9871006,115.771260071000000,28.668350188500000
239,1648,1243,江西应用科技学院,4136012938.000000000000000,江西省教育厅,南昌市,本科,民办,江西应用科技学院,03a5fa5449c2f35e1894c6eb,新建区,115.698064500000001,28.668010469999999,61.2760010,115.698071401999997,28.669215983800001
240,1626,1236,江西科技师范大学,4136011318.000000000000000,江西省,南昌市,本科,公办,江西科技师范大学(红角洲校区),387baad3bf83f1c1a8f729f9,红谷滩区,115.814451899999995,28.670362709999999,100.9749985,115.814435928999998,28.670412172300001
241,1585,1225,江西中医药大学,4136010412.000000000000000,江西省,南昌市,本科,公办,江西中医药大学(湾里校区),33b22e54307ca1cdb8bd6340,新建区,115.745715000000004,28.679118590000002,100.2020035,115.744733740000001,28.678196992600000
242,1590,1227,江西师范大学,4136010414.000000000000000,江西省,南昌市,本科,公办,江西师范大学(瑶湖校区),2ad32cc3b2c4d6f19c95deb3,南昌县,116.026286200000001,28.683016469999998,150.7209930,116.026340293999993,28.682442126300000
243,1618,1233,江西科技学院,4136010846.000000000000000,江西省教育厅,南昌市,本科,民办,江西科技学院,ab9dc5e428b0a25414948ef9,南昌县,116.014354299999994,28.683708710000001,82.4514999,116.013210705999995,28.683712859400000
244,1631,1237,南昌工程学院,4136011319.000000000000000,江西省,南昌市,本科,公办,南昌工程学院(瑶湖校区),2cc3c8e8b8782bd54d2fdf57,南昌县,116.025976299999996,28.692640669999999,123.3450012,116.025973659000002,28.692644516200001
245,1677,1262,南昌师范学院,4136014437.000000000000000,江西省,南昌市,本科,公办,南昌师范学院(昌北校区),0ce65c2dbba34d592d473326,新建区,115.799102300000001,28.725883310000000,34.9524002,115.798043587999999,28.725851685199999
246,1613,1232,江西财经大学,4136010421.000000000000000,江西省,南昌市,本科,公办,江西财经大学(麦庐园校区),dc6d3cdfbaa1d5a4f02d8324,新建区,115.811732000000006,28.731108890000002,47.1096001,115.811604500000001,28.730623096199999
247,1627,1236,江西科技师范大学,4136011318.000000000000000,江西省,南昌市,本科,公办,江西科技师范大学(枫林校区),abd8102d4d032e6703ff2dff,青山湖区,115.832609000000005,28.740698219999999,29.9255009,115.832677021999999,28.740633245100000
248,1612,1232,江西财经大学,4136010421.000000000000000,江西省,南昌市,本科,公办,江西财经大学(蛟桥园校区),eabc3cc91d52deeaa3acc4a7,新建区,115.849404899999996,28.744388019999999,59.4452019,115.850073764000001,28.747436024999999
249,1581,1224,江西农业大学,4136010410.000000000000000,江西省,南昌市,本科,公办,江西农业大学,16dcf97b700a8ebb5cd4febb,新建区,115.827987800000002,28.765486800000001,65.8264008,115.828617573000002,28.763069167400001
250,1646,1242,南昌理工学院,4136012795.000000000000000,江西省教育厅,南昌市,本科,民办,南昌理工学院,00586108128c26a546e27407,青山湖区,115.856101300000006,28.785690769999999,117.4130020,115.856756498999999,28.786729418800000
251,2813,2245,宜宾学院,4151010641.000000000000000,四川省,宜宾市,本科,公办,宜宾学院,7388dffd2caa4fead3ff232e,翠屏区,104.611489899999995,28.796869480000002,34.5567017,104.611083446999999,28.797633009100000
252,1211,911,台州学院,4133010350.000000000000000,浙江省,台州市,本科,公办,台州学院(临海校区),e692277ad7f47232c6effb20,临海市,121.164714000000004,28.879188140000000,30.4130993,121.162220536000007,28.880201411900000
253,1674,1261,江西软件职业技术大学,4136013776.000000000000000,江西省教育厅,南昌市,本科,民办,江西软件职业技术大学,5c513710fe987e690782c2ab,新建区,115.811252199999998,28.899098160000001,66.1446991,115.811270549000000,28.899581907799998
254,2792,2238,西南医科大学,4151010632.000000000000000,四川省,泸州市,本科,公办,西南医科大学(城北校区),e3c4b97ccac8efe9f942b298,龙马潭区,105.415219899999997,28.903806740000000,77.4021988,105.409619418000005,28.908733210299999
255,1260,924,衢州学院,4133011488.000000000000000,浙江省,衢州市,本科,公办,衢州学院,606289fd8efd964ca2046441,柯城区,118.864160400000003,28.985687899999999,43.7473984,118.864366868999994,28.985467303499998
256,2297,1778,湖南文理学院,4143010549.000000000000000,湖南省,常德市,本科,公办,湖南文理学院(西校区),ffd6d403a8caaaf117b54b61,武陵区,111.665734400000005,29.051703220000000,77.5790024,111.666208648999998,29.051768687900001
257,1191,907,浙江师范大学,4133010345.000000000000000,浙江省,金华市,本科,公办,浙江师范大学,2eefbdd7dfb495eaa8f0cd90,婺城区,119.638003800000007,29.137193679999999,145.6970062,119.637075217000003,29.136918242400000
258,1288,935,浙江师范大学行知学院,4133013276.000000000000000,浙江省教育厅,金华市,本科,民办,浙江师范大学行知学院(兰溪校区),13e19b4b9ced95b004026ff0,兰溪市,119.485239100000001,29.178694380000000,50.9645996,119.486016079999999,29.178750406700001
259,2703,2163,重庆文理学院,4150010642.000000000000000,重庆市,重庆市,本科,公办,重庆文理学院(星湖校区),14076deea0f0eef402294fe8,永川区,105.864986700000003,29.239906699999999,41.0558014,105.865030571999995,29.239644416400001
260,1285,933,浙江广厦建设职业技术大学,4133013029.000000000000000,浙江省教育厅,金华市,本科,民办,浙江广厦建设职业技术大学,b0d056f288ade47fcbc3dba5,东阳市,120.240081700000005,29.301080030000001,47.4958000,120.239828152000001,29.301038492800000
261,1579,1223,景德镇陶瓷大学,4136010408.000000000000000,江西省,景德镇市,本科,公办,景德镇陶瓷大学(湘湖校区),5b9881b14cfc9adabca8226e,浮梁县,117.311432499999995,29.331479370000000,86.2216034,117.311176873999997,29.331919977199998
262,2773,2233,四川轻化工大学,4151010622.000000000000000,四川省,自贡市,本科,公办,四川轻化工大学(汇东校区),db5157c3e0e117d8220220d1,自流井区,104.767829300000002,29.333043400000001,38.4808998,104.762896022000007,29.334654980000000
263,2279,1773,湖南理工学院,4143010543.000000000000000,湖南省,岳阳市,本科,公办,湖南理工学院,0617d411ff9f3d8826d2bb3b,岳阳楼区,113.140322400000002,29.342581110000001,98.9189987,113.140174084999998,29.337087665500000
264,1667,1253,景德镇艺术职业大学,4136013435.000000000000000,江西省教育厅,景德镇市,本科,民办,景德镇艺术职业大学(新校区),a52bc32b1210b5b1c03644bd,珠山区,117.226671499999995,29.350066810000001,77.1989975,117.231549555000001,29.351862944400001
265,2702,2163,重庆文理学院,4150010642.000000000000000,重庆市,重庆市,本科,公办,重庆文理学院(红河校区),b13730d640a703650aa8d498,永川区,105.934549099999998,29.353920830000000,49.4323006,105.934463754000006,29.353898923300001
266,2774,2233,四川轻化工大学,4151010622.000000000000000,四川省,自贡市,本科,公办,四川轻化工大学(李白河校区),438c21d9d8ebe292b21e36d0,大安区,104.829144499999998,29.381608629999999,61.3913002,104.828726599999996,29.382302973300000
267,2731,2174,重庆城市科技学院,4150012616.000000000000000,重庆市教委,重庆市,本科,民办,重庆城市科技学院(永川校区),bba87388d9313ba3bca822d6,永川区,105.883201600000007,29.394610900000000,56.7551994,105.885186317000006,29.396718977999999
268,2690,2159,重庆交通大学,4150010618.000000000000000,重庆市,重庆市,本科,公办,重庆交通大学(科学城校区),6a834118d06695c2dbeced14,江津区,106.311693399999996,29.422347640000002,98.4485016,106.311732821000007,29.422345358699999
269,2719,2170,重庆理工大学,4150011660.000000000000000,重庆市,重庆市,本科,公办,重庆理工大学(花溪校区),c23c0f7d1866258435b06c6e,巴南区,106.528181500000002,29.459534099999999,64.6780014,106.525975316000000,29.455234276700001
270,2724,2171,重庆工商大学,4150011799.000000000000000,重庆市,重庆市,本科,公办,重庆工商大学(南岸校区),48b06e16c57ae1d4b5f42f6a,南岸区,106.575336100000001,29.506324639999999,65.3796005,106.576769411000001,29.508895801100000
271,2687,2158,重庆邮电大学,4150010617.000000000000000,重庆市,重庆市,本科,公办,重庆邮电大学,844a750e01b56cba626858cd,南岸区,106.604117099999996,29.534730690000000,85.2153015,106.604056186999998,29.533779389599999
272,2727,2172,重庆机电职业技术大学,4150012607.000000000000000,重庆市教委,重庆市,本科,民办,重庆机电职业技术大学,88278b458a1108ae2806ce99,璧山区,106.234782699999997,29.555294230000001,39.6313019,106.234961513000002,29.555092422100000
273,2864,2262,成都理工大学工程技术学院,4151013668.000000000000000,四川省教育厅,乐山市,本科,民办,成都理工大学工程技术学院,ec61dfd05f5bb8eba7c7564f,市中区,103.729358300000001,29.562773510000000,54.2086983,103.729265617999999,29.562733614500001
274,2827,2248,乐山师范学院,4151010649.000000000000000,四川省,乐山市,本科,公办,乐山师范学院,e93761f696f8860d233bf296,市中区,103.748945699999993,29.562117340000000,52.2075996,103.748556475000001,29.562564012999999
275,2684,2157,重庆大学,4150010611.000000000000000,教育部,重庆市,本科,公办,重庆大学(B区),5fb75bcd2f4093f4ed74f8be,沙坪坝区,106.457467500000007,29.569487599999999,36.1892014,106.455398357000007,29.570051191099999
276,2707,2166,四川外国语大学,4150010650.000000000000000,重庆市,重庆市,本科,公办,四川外国语大学,0a15c7eca5ff1efded74f8cc,沙坪坝区,106.432488199999995,29.572770550000001,60.5153999,106.432456912999996,29.572192435100000
277,2717,2169,重庆科技学院,4150011551.000000000000000,重庆市,重庆市,本科,公办,重庆科技学院(虎溪校区),9bfa05339216bd2920026214,沙坪坝区,106.319931600000004,29.592882329999998,77.5262985,106.320219554000005,29.593788999000001
278,2683,2157,重庆大学,4150010611.000000000000000,教育部,重庆市,本科,公办,重庆大学(虎溪校区),2a09175e963bf4fee856fa5b,沙坪坝区,106.294978799999996,29.597063160000001,157.5820007,106.294626429000004,29.595753623800000
279,2713,2168,四川美术学院,4150010655.000000000000000,重庆市,重庆市,本科,公办,四川美术学院(虎溪校区),50fb64ff7d9ee55de9f85361,沙坪坝区,106.293613899999997,29.605317769999999,58.9833984,106.293571010999997,29.605486051000000
280,2733,2175,重庆警察学院,4150012757.000000000000000,重庆市,重庆市,本科,公办,重庆警察学院,b25ffba8a1b64b831b94c6fa,沙坪坝区,106.315738100000004,29.628300710000001,35.8975983,106.315866572999994,29.628108668300001
281,2694,2160,重庆医科大学,4150010631.000000000000000,重庆市,重庆市,本科,公办,重庆医科大学(缙云校区),d24e48ebde8939b7afee7acc,沙坪坝区,106.300304100000005,29.627136029999999,88.6471024,106.300149845000007,29.627160705400001
282,3084,2518,西藏大学,4154010694.000000000000000,西藏自治区,拉萨市,本科,公办,西藏大学(纳金校区),9ee7cc7839e6f40d17c905a7,城关区,91.178869919999997,29.645565580000000,69.6334000,91.179030890299998,29.645099891699999
283,3093,2520,西藏藏医药大学,4154010696.000000000000000,西藏自治区,拉萨市,本科,公办,西藏藏医药大学(新校区),56722be4a3f4a7e2da2f289a,城关区,91.264281519999997,29.657465370000001,37.6819992,91.262779152400000,29.658025311199999
284,3083,2517,西藏农牧学院,4154010693.000000000000000,西藏自治区,林芝市,本科,公办,西藏农牧学院,006eb3a019c1a85c9d9d68ae,巴宜区,94.340569360000003,29.669242460000000,56.0513000,94.340537886600004,29.668972971199999
285,2709,2167,西南政法大学,4150010652.000000000000000,重庆市,重庆市,本科,公办,西南政法大学(渝北校区),9396496511a7b84079b55c1e,渝北区,106.589005299999997,29.666816359999999,63.3922005,106.589004883000001,29.666816095300000
286,1641,1240,九江学院,4136011843.000000000000000,江西省,九江市,本科,公办,九江学院(主校区),8714f346eedc5ad8badf8f8a,濂溪区,116.007206499999995,29.681975430000001,128.4700012,116.006914393000002,29.682024965499998
287,1374,1023,黄山学院,4134010375.000000000000000,安徽省,黄山市,本科,公办,黄山学院(率水校区),f3bcf71581600021a3acc480,休宁县,118.288944299999997,29.694654050000000,80.0319977,118.288784246999995,29.694528421299999
288,1323,956,浙江药科职业大学,4133016207.000000000000000,浙江省,宁波市,本科,公办,浙江药科职业大学(奉化校区),9b7655c5ee0e4e673617dc3b,奉化区,121.381337299999998,29.697855140000001,36.6655998,121.381329278999999,29.697824596299998
289,1292,939,浙江农林大学暨阳学院,4133013283.000000000000000,浙江省教育厅,绍兴市,本科,民办,浙江农林大学暨阳学院,c00937698d385ea32d4733fd,诸暨市,120.250131499999995,29.752028989999999,32.7051010,120.250046488999999,29.752139791299999
290,2706,2165,长江师范学院,4150010647.000000000000000,重庆市,重庆市,本科,公办,长江师范学院,cb4fd146d15b3f419d9d68cd,涪陵区,107.258807700000006,29.752162920000000,103.5080032,107.259581806000000,29.752038561199999
291,1263,925,宁波大学,4133011646.000000000000000,浙江省,宁波市,本科,公办,宁波大学(梅山校区),efac40f6d0e0829adbd89150,北仑区,121.950830400000001,29.775855499999999,34.1175003,121.950078672999993,29.775701524300001
292,1327,957,宁波诺丁汉大学,4133016301.000000000000000,浙江省教育厅,宁波市,本科,中外合作办学,宁波诺丁汉大学,dffd464286316db33c9a5e65,鄞州区,121.558218600000004,29.802632960000000,39.0106010,121.558374662000006,29.802424400000000
293,1280,931,浙大宁波理工学院,4133013022.000000000000000,浙江省,宁波市,本科,公办,浙大宁波理工学院,4007579216c10047a11de933,鄞州区,121.570412500000003,29.817827390000001,51.6571007,121.570361066999993,29.817578843600000
294,1241,918,浙江万里学院,4133010876.000000000000000,浙江省,宁波市,本科,公办,浙江万里学院(钱湖校区),b80f5b791ba14d6471455bb7,鄞州区,121.558592599999997,29.819343130000000,57.3647995,121.558419499999999,29.819082145599999
295,2696,2161,西南大学,4150010635.000000000000000,教育部,重庆市,本科,公办,西南大学,d200135a9f8bba6b09b93a19,北碚区,106.420217500000007,29.822924990000001,213.7579956,106.419219870999996,29.823221496599999
296,1301,946,浙江工商大学杭州商学院,4133013290.000000000000000,浙江省教育厅,杭州市,本科,民办,浙江工商大学杭州商学院(桐庐校区),23bee60d7821db4131f71de7,桐庐县,119.739305700000003,29.832894870000001,38.0115013,119.739320061000001,29.832881099900000
297,2165,1659,湖北科技学院,4142010927.000000000000000,湖北省,咸宁市,本科,公办,湖北科技学院,2e5e64a36f9114eab4265530,咸安区,114.331357499999996,29.851824510000000,65.7931976,114.331410079999998,29.851989804999999
298,1273,929,宁波财经学院,4133013001.000000000000000,浙江省教育厅,宁波市,本科,民办,宁波财经学院,c95882942ea033d4badf8feb,海曙区,121.477563300000000,29.889469980000001,41.4581985,121.477031194999995,29.889480254300000
299,1246,920,宁波工程学院,4133011058.000000000000000,浙江省,宁波市,本科,公办,宁波工程学院(东校区),1cea15a9a3b3d0c407fef53d,江北区,121.607994800000000,29.914440530000000,57.5500984,121.607851814000000,29.914581815500000
300,1177,903,浙江海洋大学,4133010340.000000000000000,浙江省,舟山市,本科,公办,浙江海洋大学,58d322259999022e1f5800b4,定海区,122.185884099999996,29.962922689999999,51.6790009,122.185916612000000,29.962942300300000
301,2735,2176,重庆人文科技学院,4150013548.000000000000000,重庆市教委,重庆市,本科,民办,重庆人文科技学院,0f731a8a620af18d260bd0d5,合川区,106.408338499999999,29.971356300000000,43.0369987,106.408270943999995,29.971051707000001
302,2737,2178,重庆对外经贸学院,4150013589.000000000000000,重庆市教委,重庆市,本科,民办,重庆对外经贸学院(合川A校区),09c074598b8a1de1c9fa5ffd,合川区,106.243493200000003,29.999718210000001,35.4550018,106.242292491000001,29.999065692300000
303,2688,2158,重庆邮电大学,4150010617.000000000000000,重庆市,重庆市,本科,公办,重庆邮电大学移通学院,d7fd2ad36ee291570accddbd,合川区,106.235889400000005,30.003675240000000,53.7176018,106.236043120000005,30.004597342699999
304,1298,944,绍兴文理学院元培学院,4133013288.000000000000000,浙江省教育厅,绍兴市,本科,民办,绍兴文理学院元培学院,b7c84f56e4344e9c9d9d68eb,越城区,120.537624100000002,30.074668760000002,64.2230988,120.536854239999997,30.075788709400001
305,1189,906,浙江中医药大学,4133010344.000000000000000,浙江省,杭州市,本科,公办,浙江中医药大学(富春校区),ec127f831722afd1018972d9,富阳区,119.884853300000003,30.087985440000001,33.2359009,119.884796215999998,30.086862734200000
306,2222,1691,湖北师范大学文理学院,4142013256.000000000000000,湖北省教育厅,黄石市,本科,民办,湖北师范大学文理学院,f03470a58706b37bdb131862,大冶市,115.110360600000007,30.155873629999999,42.5616989,115.109948365999998,30.155899023200000
307,1317,954,浙江音乐学院,4133014535.000000000000000,浙江省,杭州市,本科,公办,浙江音乐学院,3a32560f79fd88f50782c2fa,西湖区,120.048145899999994,30.153842950000001,40.5452995,120.051648908999994,30.156504264300001
308,1236,916,中国美术学院,4133010355.000000000000000,浙江省,杭州市,本科,公办,中国美术学院(象山中心校区),cac5fc7663afdef22cb96d15,西湖区,120.072855399999995,30.157358479999999,47.9084015,120.072913377999996,30.157327805400001
